,name,team,completed_passes,attempted_passes,passing_yards,passing_touchdowns,interceptions_thrown,times_sacked,yards_lost_from_sacks,longest_pass,quarterback_rating,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,interceptions,yards_returned_from_interception,interceptions_returned_for_touchdown,longest_interception_return,passes_defended,sacks,combined_tackles,solo_tackles,assists_on_tackles,tackles_for_loss,quarterback_hits,fumbles_recovered,yards_recovered_from_fumble,fumbles_recovered_for_touchdown,fumbles_forced,kickoff_returns,kickoff_return_yards,average_kickoff_return_yards,kickoff_return_touchdown,longest_kickoff_return,punt_returns,punt_return_yards,yards_per_punt_return,punt_return_touchdown,longest_punt_return,extra_points_made,extra_points_attempted,field_goals_made,field_goals_attempted,punts,total_punt_yards,yards_per_punt,longest_punt,season
MundJo00,Johnny Mundt,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
ZuerGr00,Greg Zuerlein,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,0,0,,0,2018.0
NatsJo00,Jojo Natson,ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,27.0,0,27,2,12,6.0,0,13,,,,,,,,,2018.0
HekkJo00,Johnny Hekker,ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,417,46.3,65,2018.0
BradTo00,Tom Brady,nwe,28,48,505,3,0,1,5,50,115.4,1,6,0,6,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
AmenDa00,Danny Amendola,nwe,0,1,0,0,0,0,0,0,39.6,0,0,0,0,11,8,152,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
WhitJa02,James White,nwe,0,0,0,0,0,0,0,0,,7,45,1,26,6,2,21,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
LewiDi00,Dion Lewis,nwe,0,0,0,0,0,0,0,0,,9,39,0,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,45,15.0,0,25,0,0,,0,0,,,,,,,,,2017.0
BurkRe00,Rex Burkhead,nwe,0,0,0,0,0,0,0,0,,3,18,0,9,1,1,46,0,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
HogaCh00,Chris Hogan,nwe,0,0,0,0,0,0,0,0,,1,4,0,4,8,6,128,1,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
CookBr00,Brandin Cooks,nwe,0,0,0,0,0,0,0,0,,1,1,0,1,2,1,23,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
GronRo00,Rob Gronkowski,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,15,9,116,2,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
DorsPh00,Phillip Dorsett,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,19,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
DeveJa00,James Develin,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
HarmDu00,Duron Harmon,nwe,,,,,,,,,,,,,,,,,,,,,1,8,0,8,1,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
ChunPa99,Patrick Chung,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
McCoDe99,Devin McCourty,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,7,6,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BrowMa01,Malcom Brown,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GuyxLa00,Lawrence Guy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RobeEl00,Elandon Roberts,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FlowTr00,Trey Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,2,3,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RichJo00,Jordan Richards,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
VanNKy00,Kyle Van Noy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,4,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GilmSt00,Stephon Gilmore,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RoweEr00,Eric Rowe,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
HarrJa23,James Harrison,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BadeJo00,Johnson Bademosi,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
ButlAd00,Adam Butler,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FlowMa00,Marquis Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GostSt20,Stephen Gostkowski,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,3,4,2,3,0,0,,0,2017.0
KingBr02,Brandon King,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FoleNi00,Nick Foles,phi,28,43,373,3,1,0,0,55,106.1,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
BurtTr01,Trey Burton,phi,1,1,1,1,0,0,0,1,118.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BlouLe00,LeGarrette Blount,phi,0,0,0,0,0,0,0,0,,14,90,1,36,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
AjayJa00,Jay Ajayi,phi,0,0,0,0,0,0,0,0,,9,57,0,26,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
AghoNe00,Nelson Agholor,phi,0,0,0,0,0,0,0,0,,1,9,0,9,11,9,84,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
ClemCo00,Corey Clement,phi,0,0,0,0,0,0,0,0,,3,8,0,6,5,4,100,1,55,0,0,,,,,,,,,,,,,,,,1,25,25.0,0,25,0,0,,0,0,,,,,,,,,2017.0
JeffAl00,Alshon Jeffery,phi,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,73,1,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
ErtzZa00,Zach Ertz,phi,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,67,1,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
SmitTo02,Torrey Smith,phi,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,49,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
GrahBr99,Brandon Graham,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,2,2,0,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,2017.0
MillJa02,Jalen Mills,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,9,6,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GrahCo99,Corey Graham,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,8,5,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BradNi00,Nigel Bradham,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,7,4,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
McLeRo00,Rodney McLeod,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
CurrVi00,Vinny Curry,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
DarbRo00,Ronald Darby,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
JenkMa99,Malcolm Jenkins,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
KendMy00,Mychal Kendricks,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RobiPa99,Patrick Robinson,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
AlleBe00,Beau Allen,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GoodNa00,Najee Goode,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BramBr00,Bryan Braman,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
CoxxFl00,Fletcher Cox,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
JernTi00,Timmy Jernigan,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
LongCh99,Chris Long,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BarnDe01,Derek Barnett,phi,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,0,0,1,-3,-3,0,,,,,,,,,,,,,,,,,,,2017.0
BarnKe00,Kenjon Barner,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73,24.3,0,27,0,0,,0,0,,,,,,,,,2017.0
ElliJa03,Jake Elliott,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,0,0,,0,2017.0
JoneDo21,Donnie Jones,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,41.0,41,2017.0
RyanMa00,Matt Ryan,atl,17,23,284,2,0,5,44,39,144.1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
FreeDe00,Devonta Freeman,atl,0,0,0,0,0,0,0,0,,11,75,1,37,2,2,46,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
ColeTe01,Tevin Coleman,atl,0,0,0,0,0,0,0,0,,7,29,0,9,1,1,6,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
JoneJu02,Julio Jones,atl,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,87,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
GabrTa00,Taylor Gabriel,atl,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,76,0,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
HoopAu00,Austin Hooper,atl,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,32,1,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
SanuMo00,Mohamed Sanu,atl,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,25,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
DiMaPa00,Patrick DiMarco,atl,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,10,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,0,,,,,,,,,2016.0
AlfoRo00,Robert Alford,atl,,,,,,,,,,,,,,,,,,,,,1,82,1,82,3,0.0,11,9,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
JarrGr00,Grady Jarrett,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3.0,5,4,1,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
FreeDw00,Dwight Freeney,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
UpshCo00,Courtney Upshaw,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
NealKe01,Keanu Neal,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,13,9,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
CollJa02,Jalen Collins,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,11,10,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
JoneDe01,Deion Jones,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,9,7,2,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,2016.0
AlleRi00,Ricardo Allen,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
CampDe00,De'Vondre Campbell,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
PoolBr01,Brian Poole,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
GoodC.00,C.J. Goodwin,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
ReedBr00,Brooks Reed,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
HageRa00,Ra'Shede Hageman,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
OlatAy00,Ayodeji Olatoye,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
WeemEr00,Eric Weems,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,2,25,12.5,0,14,1,0,0.0,0,0,,,,,,,,,2016.0
BabiJo20,Jonathan Babineaux,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
HardJu00,Justin Hardy,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2,17,8.5,0,10,0,0,,0,0,,,,,,,,,2016.0
JackTy98,Tyson Jackson,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
NeasSh00,Sharrod Neasman,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
VellJo00,Joe Vellano,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
WheePh99,Philip Wheeler,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
BeasVi00,Vic Beasley,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
GarlBe00,Ben Garland,atl,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
bryanmat01,Matt Bryant,atl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,0,0,,0,2016.0
BoshMa00,Matthew Bosher,atl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,282,47.0,56,2016.0
BradTo00,Tom Brady,nwe,43,62,466,2,1,5,24,28,95.2,1,15,0,15,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
EdelJu00,Julian Edelman,nwe,0,1,0,0,0,0,0,0,39.6,1,2,0,2,13,5,87,0,27,0,0,,,,,,,,,,,,,,,,0,0,,0,0,3,40,13.3,0,26,,,,,,,,,2016.0
BlouLe00,LeGarrette Blount,nwe,0,0,0,0,0,0,0,0,,11,31,0,9,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
WhitJa02,James White,nwe,0,0,0,0,0,0,0,0,,6,29,2,10,16,14,110,1,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
LewiDi00,Dion Lewis,nwe,0,0,0,0,0,0,0,0,,6,27,0,13,3,1,2,0,2,0,0,,,,,,,,,,,,,,,,1,20,20.0,0,20,0,0,,0,0,,,,,,,,,2016.0
AmenDa00,Danny Amendola,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,78,1,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
MitcMa01,Malcolm Mitchell,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,70,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
BennMa00,Martellus Bennett,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,62,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
HogaCh00,Chris Hogan,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,57,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0
FlowTr00,Trey Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.5,6,4,2,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
HighDo01,Dont'a Hightower,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,2,2,0,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,2016.0
BranAl99,Alan Branch,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.5,3,1,2,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
SheaJa00,Jabaal Sheard,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.5,2,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
VanNKy00,Kyle Van Noy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.5,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
ChunPa99,Patrick Chung,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,6,5,1,0,0,0,0,0,0,0,0,,0,0,1,-1,-1.0,0,-1,,,,,,,,,2016.0
RyanLo00,Logan Ryan,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
McCoDe99,Devin McCourty,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
RoweEr00,Eric Rowe,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
HarmDu00,Duron Harmon,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
ButlMa01,Malcolm Butler,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
MingBa00,Barkevious Mingo,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
NinkRo20,Rob Ninkovich,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
RobeEl00,Elandon Roberts,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
BoldBr00,Brandon Bolden,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
BrowMa01,Malcom Brown,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
EbneNa00,Nate Ebner,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
JoneJo03,Jonathan Jones,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2016.0
